68.10730122,95.83753782,49.66851194,0.015061421,2.090953187,64.83719704,218.5916028
78.18420434,97.69040105,54.51643238,0.042649961,4.32081033,74.54102703,245.8414743
54.24526538,105.2013048,49.59828772,0.005194938,4.948731297,78.74680055,264.0839093
54.56271438,97.41171463,47.21550439,0.021132252,5.12707454,74.95861264,251.3953842
56.75478229,95.57442986,44.05604003,0.027485738,1.801114457,63.39468132,214.6450079
61.87247503,103.8155957,48.28442846,0.009934773,6.47718997,83.56830509,279.0148437
55.5330978,98.93056472,44.98758957,0.039408769,6.54181859,80.5814517,269.1304202
67.86112311,100.1465906,50.98895345,0.007289058,1.900688017,67.35507235,225.5639999
68.9068279,107.4733158,50.79222907,0.001265988,5.487412716,83.11984608,277.2435934
68.43680693,107.6625699,52.65406251,0.033953278,2.213249348,73.57330626,244.5309962
63.64220345,101.742135,50.83421156,0.035789629,3.396162537,73.31526066,245.6804015
60.69652386,94.69511353,47.57829605,0.016255166,3.206668753,67.95398784,228.6697633
65.52192908,107.0024907,52.12177326,0.014612459,2.180130047,72.23038326,242.0672217
64.78121623,95.30973378,47.86125949,0.013060433,7.335940012,80.83720458,269.437429
60.57057769,92.79931869,46.74618095,0.01195766,1.998617129,63.08191858,210.527089
73.63770477,95.29966896,51.66230391,0.011989629,5.885524283,76.63298321,256.6157178
71.44835206,106.8276885,52.84411847,0.04047461,7.615816227,90.00396914,298.0317652
54.89932189,96.48117281,45.62828061,0.002735311,9.054636163,86.79117758,288.7364048
70.05164599,96.23188289,48.10826884,0.00245051,2.577079829,68.3578841,227.0146667
69.04690893,99.41392976,51.27080631,0.000148174,6.846235977,81.7048824,272.8384499
52.3342485,104.3309714,47.24356971,0.024075832,5.276334135,79.93477893,266.0765274
63.61010978,103.186414,50.87242192,0.01325234,7.573588313,87.48928676,288.2856201
50.9371192,98.20020884,44.82824269,0.001787061,3.342550763,70.51633316,233.367812
79.29795021,92.31706882,52.53063996,0.001499175,5.823151388,74.97689264,250.4270742
